INTERVAL;M_DATE;PRICE_ZONE_ID;POWER_SYS_ID;E_USE_FACT;E_USE_PLAN;GEN_FACT;GEN_PLAN
13;06.01.2019 0:00:00;1;530000;30427;30309;29355;29154
14;06.01.2019 0:00:00;1;530000;30853;30672;29945;29690
15;06.01.2019 0:00:00;1;530000;32073;31864;30831;30585
16;06.01.2019 0:00:00;1;530000;32193;31902;30599;30340
17;06.01.2019 0:00:00;1;530000;32043;31891;30421;30172
18;06.01.2019 0:00:00;1;530000;31471;31408;30121;29847
19;06.01.2019 0:00:00;1;530000;31314;30989;28810;28571
20;06.01.2019 0:00:00;1;530000;30672;30244;28563;27949
21;06.01.2019 0:00:00;1;530000;29646;29404;27569;27373
22;06.01.2019 0:00:00;1;530000;28676;28108;27501;27269
23;06.01.2019 0:00:00;1;530000;27590;27348;26164;25934
0;07.01.2019 0:00:00;1;530000;26977;26704;25538;25299
1;07.01.2019 0:00:00;1;530000;26500;26215;25146;24900
2;07.01.2019 0:00:00;1;530000;26149;26066;24778;24603
3;07.01.2019 0:00:00;1;530000;26368;26163;24570;24682
4;07.01.2019 0:00:00;1;530000;26857;26751;25144;25489
5;07.01.2019 0:00:00;1;530000;27301;27563;26185;26545
6;07.01.2019 0:00:00;1;530000;27668;28344;27272;27862
7;07.01.2019 0:00:00;1;530000;28794;28823;28270;28375
8;07.01.2019 0:00:00;1;530000;29610;29907;29103;28957
9;07.01.2019 0:00:00;1;530000;30035;30200;29314;29249
10;07.01.2019 0:00:00;1;530000;30162;30205;29362;29239
11;07.01.2019 0:00:00;1;530000;30103;30226;29365;29206
12;07.01.2019 0:00:00;1;530000;30048;30117;29170;29081
13;07.01.2019 0:00:00;1;530000;29960;29993;29328;29318
14;07.01.2019 0:00:00;1;530000;30282;30367;29695;29514
15;07.01.2019 0:00:00;1;530000;31655;31669;30685;30531
16;07.01.2019 0:00:00;1;530000;32120;32051;30520;30366
17;07.01.2019 0:00:00;1;530000;31905;31633;30294;30215
18;07.01.2019 0:00:00;1;530000;31514;31321;29760;29654
19;07.01.2019 0:00:00;1;530000;31342;30897;28990;28652
20;07.01.2019 0:00:00;1;530000;30669;30661;28421;28353
21;07.01.2019 0:00:00;1;530000;29676;29434;27824;27698
22;07.01.2019 0:00:00;1;530000;28738;28691;27370;27274
23;07.01.2019 0:00:00;1;530000;27707;27501;25886;25907
0;08.01.2019 0:00:00;1;530000;26868;26991;25514;25495
1;08.01.2019 0:00:00;1;530000;26452;26564;25156;25123
2;08.01.2019 0:00:00;1;530000;26394;26347;24886;24827
3;08.01.2019 0:00:00;1;530000;26256;26524;25049;24978
4;08.01.2019 0:00:00;1;530000;26881;26928;25570;25488
5;08.01.2019 0:00:00;1;530000;27697;27381;26111;26059
6;08.01.2019 0:00:00;1;530000;28552;28281;27672;27641
7;08.01.2019 0:00:00;1;530000;29665;29611;29147;28187
8;08.01.2019 0:00:00;1;530000;30945;31202;29682;29103
9;08.01.2019 0:00:00;1;530000;31447;31726;29941;29410
10;08.01.2019 0:00:00;1;530000;31480;31933;29963;29677
11;08.01.2019 0:00:00;1;530000;31484;31731;29917;29805
12;08.01.2019 0:00:00;1;530000;31669;31504;29923;29813
13;08.01.2019 0:00:00;1;530000;31525;31381;29986;29902
14;08.01.2019 0:00:00;1;530000;31709;31725;30444;30334
15;08.01.2019 0:00:00;1;530000;32989;33186;31167;31274
16;08.01.2019 0:00:00;1;530000;33315;33738;31510;31398
17;08.01.2019 0:00:00;1;530000;33154;33531;31494;31384
18;08.01.2019 0:00:00;1;530000;32502;32718;31165;31055
19;08.01.2019 0:00:00;1;530000;32185;32410;30107;29978
20;08.01.2019 0:00:00;1;530000;31331;31533;29108;28980
21;08.01.2019 0:00:00;1;530000;29787;30191;27630;27906
22;08.01.2019 0:00:00;1;530000;28504;28563;26698;26823
23;08.01.2019 0:00:00;1;530000;27473;27693;26210;26199
0;09.01.2019 0:00:00;1;530000;26876;26729;24439;24537
1;09.01.2019 0:00:00;1;530000;26601;26407;24421;24337
2;09.01.2019 0:00:00;1;530000;26399;26352;24612;24468
3;09.01.2019 0:00:00;1;530000;26990;26759;24829;24669
4;09.01.2019 0:00:00;1;530000;28143;28110;26365;25862
5;09.01.2019 0:00:00;1;530000;30416;30496;28582;28586
6;09.01.2019 0:00:00;1;530000;32520;32793;30111;30064
7;09.01.2019 0:00:00;1;530000;34269;34422;30785;30752
8;09.01.2019 0:00:00;1;530000;35051;35389;31520;31475
9;09.01.2019 0:00:00;1;530000;34940;34855;31630;31056
10;09.01.2019 0:00:00;1;530000;34514;34521;31125;30108
11;09.01.2019 0:00:00;1;530000;34286;34493;30681;29982
12;09.01.2019 0:00:00;1;530000;34252;34536;30374;30079
13;09.01.2019 0:00:00;1;530000;34120;34257;30415;30208
14;09.01.2019 0:00:00;1;530000;34279;34418;30430;30724
15;09.01.2019 0:00:00;1;530000;34820;35195;31518;31506
16;09.01.2019 0:00:00;1;530000;35203;35580;31730;31384
17;09.01.2019 0:00:00;1;530000;35007;35182;30817;30519
18;09.01.2019 0:00:00;1;530000;34289;34344;29664;29314
19;09.01.2019 0:00:00;1;530000;33772;33921;29797;29226
20;09.01.2019 0:00:00;1;530000;32682;32466;29222;28894
21;09.01.2019 0:00:00;1;530000;31037;30680;28607;28489
22;09.01.2019 0:00:00;1;530000;29337;29042;27448;27315
23;09.01.2019 0:00:00;1;530000;28388;28101;26586;26521
0;10.01.2019 0:00:00;1;530000;27817;27510;25479;25392
1;10.01.2019 0:00:00;1;530000;27356;27269;25287;25238
2;10.01.2019 0:00:00;1;530000;27127;27321;25339;25262
3;10.01.2019 0:00:00;1;530000;27433;27639;25887;25834
4;10.01.2019 0:00:00;1;530000;28668;28694;27178;27081
5;10.01.2019 0:00:00;1;530000;30897;30913;29858;29831
6;10.01.2019 0:00:00;1;530000;32968;33138;30844;30828
7;10.01.2019 0:00:00;1;530000;34434;34612;31507;31409
8;10.01.2019 0:00:00;1;530000;35168;35590;31874;31826
9;10.01.2019 0:00:00;1;530000;35152;35424;32018;31614
10;10.01.2019 0:00:00;1;530000;34555;34565;31422;30980
11;10.01.2019 0:00:00;1;530000;34451;34425;31396;30973
12;10.01.2019 0:00:00;1;530000;34345;34593;31300;30764
13;10.01.2019 0:00:00;1;530000;34616;34383;31166;30558
14;10.01.2019 0:00:00;1;530000;34689;34314;31820;31310
15;10.01.2019 0:00:00;1;530000;35173;35402;32657;32194
16;10.01.2019 0:00:00;1;530000;35618;35789;32737;32229
17;10.01.2019 0:00:00;1;530000;35171;35399;32050;31753
18;10.01.2019 0:00:00;1;530000;34285;34597;31547;30948
19;10.01.2019 0:00:00;1;530000;33871;33793;30271;30127
20;10.01.2019 0:00:00;1;530000;32464;32630;29457;29335
21;10.01.2019 0:00:00;1;530000;30911;30852;28612;28478
22;10.01.2019 0:00:00;1;530000;29456;28892;27496;27459
23;10.01.2019 0:00:00;1;530000;28270;28505;26720;26952
0;11.01.2019 0:00:00;1;530000;27777;27960;26006;25982
1;11.01.2019 0:00:00;1;530000;27236;27504;25844;25851
2;11.01.2019 0:00:00;1;530000;27332;27283;25642;25609
3;11.01.2019 0:00:00;1;530000;27840;27495;26215;26203
4;11.01.2019 0:00:00;1;530000;28829;28825;27826;27845
5;11.01.2019 0:00:00;1;530000;30761;31110;30191;29992
6;11.01.2019 0:00:00;1;530000;32912;33267;31002;30969
7;11.01.2019 0:00:00;1;530000;34520;34585;31760;31621
8;11.01.2019 0:00:00;1;530000;35403;35386;32218;32033
9;11.01.2019 0:00:00;1;530000;35202;35186;32222;31767
10;11.01.2019 0:00:00;1;530000;34556;34682;31646;31084
11;11.01.2019 0:00:00;1;530000;34513;34590;31697;31113
12;11.01.2019 0:00:00;1;530000;34359;34618;31478;31133
13;11.01.2019 0:00:00;1;530000;34274;34377;31359;30949
14;11.01.2019 0:00:00;1;530000;34398;34460;31728;31328
15;11.01.2019 0:00:00;1;530000;35129;35215;32496;32108
16;11.01.2019 0:00:00;1;530000;35172;35376;32534;32014
17;11.01.2019 0:00:00;1;530000;35151;35087;31958;31464
18;11.01.2019 0:00:00;1;530000;34533;34356;31017;30495
19;11.01.2019 0:00:00;1;530000;33872;33736;30890;30304
20;11.01.2019 0:00:00;1;530000;32889;32575;30095;29352
21;11.01.2019 0:00:00;1;530000;31452;31102;28234;27886
22;11.01.2019 0:00:00;1;530000;29859;29510;27020;26690
23;11.01.2019 0:00:00;1;530000;28935;28632;25941;25954
0;12.01.2019 0:00:00;1;530000;28099;27716;25850;25867
1;12.01.2019 0:00:00;1;530000;27558;27664;25803;25726
2;12.01.2019 0:00:00;1;530000;27399;27517;25496;25402
3;12.01.2019 0:00:00;1;530000;27698;27552;25524;25389
4;12.01.2019 0:00:00;1;530000;28149;27972;26245;26119
5;12.01.2019 0:00:00;1;530000;28850;28985;27842;27646
6;12.01.2019 0:00:00;1;530000;30287;30187;29097;28904
7;12.01.2019 0:00:00;1;530000;31215;31224;29713;29469
8;12.01.2019 0:00:00;1;530000;32490;32447;30378;30122
9;12.01.2019 0:00:00;1;530000;33009;32936;30364;30125
10;12.01.2019 0:00:00;1;530000;32893;32809;30520;30146
11;12.01.2019 0:00:00;1;530000;32776;32889;30563;30137
12;12.01.2019 0:00:00;1;530000;32704;32862;30468;30178
13;12.01.2019 0:00:00;1;530000;32677;32883;30662;30201
14;12.01.2019 0:00:00;1;530000;33063;32834;31575;30954
15;12.01.2019 0:00:00;1;530000;33913;34094;31816;31290
16;12.01.2019 0:00:00;1;530000;34151;34359;31782;31225
17;12.01.2019 0:00:00;1;530000;34003;34017;31738;30952
18;12.01.2019 0:00:00;1;530000;33292;33153;31377;30788
19;12.01.2019 0:00:00;1;530000;32822;33018;30785;30313
20;12.01.2019 0:00:00;1;530000;31929;31883;30046;29394
21;12.01.2019 0:00:00;1;530000;30784;30565;28313;27889
22;12.01.2019 0:00:00;1;530000;29533;29229;27667;27459
23;12.01.2019 0:00:00;1;530000;28334;28498;26505;25876
0;13.01.2019 0:00:00;1;530000;27519;27546;26308;25759
1;13.01.2019 0:00:00;1;530000;26967;27104;25888;25831
2;13.01.2019 0:00:00;1;530000;26806;26934;25886;25820
3;13.01.2019 0:00:00;1;530000;26949;26920;25975;25877
4;13.01.2019 0:00:00;1;530000;27361;27400;26114;26026
5;13.01.2019 0:00:00;1;530000;27865;28080;26931;26784
6;13.01.2019 0:00:00;1;530000;29030;28863;27894;27841
7;13.01.2019 0:00:00;1;530000;29798;29621;28394;28407
8;13.01.2019 0:00:00;1;530000;31161;31307;29474;29392
9;13.01.2019 0:00:00;1;530000;31527;31619;29826;29758
10;13.01.2019 0:00:00;1;530000;31525;31598;30005;29936
11;13.01.2019 0:00:00;1;530000;31589;31540;29924;29830
12;13.01.2019 0:00:00;1;530000;31506;31512;30047;29943
13;13.01.2019 0:00:00;1;530000;31608;31399;30068;29922
14;13.01.2019 0:00:00;1;530000;31974;31800;31000;30292
15;13.01.2019 0:00:00;1;530000;33054;33068;31947;31142
16;13.01.2019 0:00:00;1;530000;33564;33549;31865;31150
17;13.01.2019 0:00:00;1;530000;33364;33486;31963;31294
18;13.01.2019 0:00:00;1;530000;32633;32796;31714;30973
19;13.01.2019 0:00:00;1;530000;32295;32283;31091;30186
20;13.01.2019 0:00:00;1;530000;31459;31499;29029;28623
21;13.01.2019 0:00:00;1;530000;29810;29872;27687;28038
22;13.01.2019 0:00:00;1;530000;28296;28415;26539;27116
23;13.01.2019 0:00:00;1;530000;27439;27528;26219;26599
0;14.01.2019 0:00:00;1;530000;26699;26715;25712;25898
1;14.01.2019 0:00:00;1;530000;26358;26166;25423;25279
2;14.01.2019 0:00:00;1;530000;26080;26437;25212;25129
3;14.01.2019 0:00:00;1;530000;26394;26804;25847;25740
4;14.01.2019 0:00:00;1;530000;27821;27835;27026;26946
5;14.01.2019 0:00:00;1;530000;30266;30160;29190;29089
6;14.01.2019 0:00:00;1;530000;32388;32238;30836;30769
7;14.01.2019 0:00:00;1;530000;33723;33998;31817;31753
8;14.01.2019 0:00:00;1;530000;34483;34718;32299;32195
9;14.01.2019 0:00:00;1;530000;34544;34068;32038;31917
10;14.01.2019 0:00:00;1;530000;34146;33940;31447;31367
11;14.01.2019 0:00:00;1;530000;33887;34040;31480;31246
12;14.01.2019 0:00:00;1;530000;34073;34072;31598;31490
13;14.01.2019 0:00:00;1;530000;34083;34118;31738;31490
14;14.01.2019 0:00:00;1;530000;34055;33833;32021;31764
15;14.01.2019 0:00:00;1;530000;34528;34609;32487;32345
16;14.01.2019 0:00:00;1;530000;34777;34930;32694;32674
17;14.01.2019 0:00:00;1;530000;34464;34604;32542;32317
18;14.01.2019 0:00:00;1;530000;33653;33980;31861;31374
19;14.01.2019 0:00:00;1;530000;33089;33278;30149;30061
20;14.01.2019 0:00:00;1;530000;31720;32091;29729;29659
21;14.01.2019 0:00:00;1;530000;30155;30264;29250;29229
22;14.01.2019 0:00:00;1;530000;28564;28622;27704;28146
23;14.01.2019 0:00:00;1;530000;27270;27367;25466;25858
0;15.01.2019 0:00:00;1;530000;26809;26717;24774;25127
1;15.01.2019 0:00:00;1;530000;26454;26096;24858;25557
2;15.01.2019 0:00:00;1;530000;26161;26237;25738;25591
3;15.01.2019 0:00:00;1;530000;26765;26670;26184;26031
4;15.01.2019 0:00:00;1;530000;28191;27908;27621;27494
5;15.01.2019 0:00:00;1;530000;30384;30392;30254;30210
6;15.01.2019 0:00:00;1;530000;32180;32658;31337;31259
7;15.01.2019 0:00:00;1;530000;33652;34039;32080;31967
8;15.01.2019 0:00:00;1;530000;34159;34526;32630;32533
9;15.01.2019 0:00:00;1;530000;34082;34159;32554;32280
10;15.01.2019 0:00:00;1;530000;33802;33423;32143;31683
11;15.01.2019 0:00:00;1;530000;33814;33299;31648;31556
12;15.01.2019 0:00:00;1;530000;33620;33500;31692;31567
13;15.01.2019 0:00:00;1;530000;33509;33992;31758;31688
14;15.01.2019 0:00:00;1;530000;33635;33580;31665;31967
15;15.01.2019 0:00:00;1;530000;33999;34044;32772;32558
16;15.01.2019 0:00:00;1;530000;34409;34692;32654;32581
17;15.01.2019 0:00:00;1;530000;34248;34263;32607;32349
18;15.01.2019 0:00:00;1;530000;33417;33427;31396;31055
19;15.01.2019 0:00:00;1;530000;32850;32797;31001;30622
20;15.01.2019 0:00:00;1;530000;31727;31818;29955;29839
21;15.01.2019 0:00:00;1;530000;29899;30006;29023;29284
22;15.01.2019 0:00:00;1;530000;28504;28286;27199;27037
23;15.01.2019 0:00:00;1;530000;27391;27136;26860;26751
0;16.01.2019 0:00:00;1;530000;26796;26838;26018;25886
1;16.01.2019 0:00:00;1;530000;26336;26567;25693;25575
2;16.01.2019 0:00:00;1;530000;26238;26325;25753;25600
3;16.01.2019 0:00:00;1;530000;26549;26692;26463;26312
4;16.01.2019 0:00:00;1;530000;27994;27988;27793;27603
5;16.01.2019 0:00:00;1;530000;30243;30307;30375;30216
6;16.01.2019 0:00:00;1;530000;32545;32214;30942;30845
7;16.01.2019 0:00:00;1;530000;33951;33651;31460;31397
8;16.01.2019 0:00:00;1;530000;34505;34637;32009;31919
9;16.01.2019 0:00:00;1;530000;34609;34250;31645;31714
10;16.01.2019 0:00:00;1;530000;34143;33989;31111;31042
11;16.01.2019 0:00:00;1;530000;33735;33781;31257;31218
12;16.01.2019 0:00:00;1;530000;33927;33952;31100;31058
13;16.01.2019 0:00:00;1;530000;33882;33702;31178;31145
14;16.01.2019 0:00:00;1;530000;33805;33855;31705;31597
15;16.01.2019 0:00:00;1;530000;34469;34648;32323;32235
16;16.01.2019 0:00:00;1;530000;34955;34846;32292;32430
17;16.01.2019 0:00:00;1;530000;34799;34474;32224;32193
18;16.01.2019 0:00:00;1;530000;33895;33992;31289;31244
19;16.01.2019 0:00:00;1;530000;33422;33189;31094;31020
20;16.01.2019 0:00:00;1;530000;32035;32068;30474;30451
21;16.01.2019 0:00:00;1;530000;30424;30431;29119;29220
22;16.01.2019 0:00:00;1;530000;28693;28727;28293;27773
23;16.01.2019 0:00:00;1;530000;27485;27710;27038;27082
0;17.01.2019 0:00:00;1;530000;26903;26984;26563;26561
1;17.01.2019 0:00:00;1;530000;26587;26447;26187;26160
2;17.01.2019 0:00:00;1;530000;26512;26487;26187;26159
3;17.01.2019 0:00:00;1;530000;26771;26876;26810;26791
4;17.01.2019 0:00:00;1;530000;28216;28316;28545;28447
5;17.01.2019 0:00:00;1;530000;30531;30727;31598;31038
6;17.01.2019 0:00:00;1;530000;32520;32747;32284;31688
7;17.01.2019 0:00:00;1;530000;34130;34126;32802;32166
8;17.01.2019 0:00:00;1;530000;34643;34698;32782;32727
9;17.01.2019 0:00:00;1;530000;34716;34591;32447;32448
10;17.01.2019 0:00:00;1;530000;34075;33874;31827;31829
11;17.01.2019 0:00:00;1;530000;34081;33812;31919;31841
12;17.01.2019 0:00:00;1;530000;34268;34078;31918;31839
13;17.01.2019 0:00:00;1;530000;34168;34026;31906;31836
14;17.01.2019 0:00:00;1;530000;34438;34079;32401;32376
15;17.01.2019 0:00:00;1;530000;34948;34679;33003;32948
16;17.01.2019 0:00:00;1;530000;35332;35328;33117;33268
17;17.01.2019 0:00:00;1;530000;34804;34929;32908;32838
18;17.01.2019 0:00:00;1;530000;34136;34152;31813;31797
19;17.01.2019 0:00:00;1;530000;33449;33497;31156;31175
20;17.01.2019 0:00:00;1;530000;32242;32036;30155;30107
21;17.01.2019 0:00:00;1;530000;30515;30439;29684;29668
22;17.01.2019 0:00:00;1;530000;28819;28804;27442;28198
23;17.01.2019 0:00:00;1;530000;27865;27524;26526;26498
0;18.01.2019 0:00:00;1;530000;26881;26800;25919;25900
1;18.01.2019 0:00:00;1;530000;26634;26634;25452;25430
2;18.01.2019 0:00:00;1;530000;26548;26426;25559;25545
3;18.01.2019 0:00:00;1;530000;26963;26697;26163;26145
4;18.01.2019 0:00:00;1;530000;27983;28102;27721;27680
5;18.01.2019 0:00:00;1;530000;30386;30438;30089;30072
6;18.01.2019 0:00:00;1;530000;32325;32350;30759;30708
7;18.01.2019 0:00:00;1;530000;33446;33618;31583;31517
8;18.01.2019 0:00:00;1;530000;34140;34371;32070;31978
9;18.01.2019 0:00:00;1;530000;34105;34009;31941;31695
10;18.01.2019 0:00:00;1;530000;33535;33359;31187;31157
11;18.01.2019 0:00:00;1;530000;33187;33433;31237;31193
12;18.01.2019 0:00:00;1;530000;33689;33409;31196;31139
13;18.01.2019 0:00:00;1;530000;33438;33202;30981;30912
14;18.01.2019 0:00:00;1;530000;33259;33272;31790;31379
15;18.01.2019 0:00:00;1;530000;33914;34178;32657;32173
16;18.01.2019 0:00:00;1;530000;34488;34592;32767;32387
17;18.01.2019 0:00:00;1;530000;34009;34024;32256;31803
18;18.01.2019 0:00:00;1;530000;33358;33381;31393;30809
19;18.01.2019 0:00:00;1;530000;32938;32815;31081;30470
20;18.01.2019 0:00:00;1;530000;31890;31641;30754;30138
21;18.01.2019 0:00:00;1;530000;30407;30186;29704;28928
22;18.01.2019 0:00:00;1;530000;28954;28441;27114;27057
23;18.01.2019 0:00:00;1;530000;27714;27748;26171;26123
