INTERVAL;M_DATE;PRICE_ZONE_ID;POWER_SYS_ID;E_USE_FACT;E_USE_PLAN;GEN_FACT;GEN_PLAN
0;01.09.2020 0:00:00;1;0;68776;69795;71440;71807
1;01.09.2020 0:00:00;1;0;67846;68051;69345;69124
2;01.09.2020 0:00:00;1;0;67186;67202;68187;68269
3;01.09.2020 0:00:00;1;0;67243;67527;68940;69193
4;01.09.2020 0:00:00;1;0;67973;68572;70114;70459
5;01.09.2020 0:00:00;1;0;70673;70869;72923;72705
6;01.09.2020 0:00:00;1;0;75847;75863;77733;77306
7;01.09.2020 0:00:00;1;0;79671;80695;80990;81178
8;01.09.2020 0:00:00;1;0;83749;85194;84845;85693
9;01.09.2020 0:00:00;1;0;84825;86444;85794;86966
10;01.09.2020 0:00:00;1;0;85406;85850;86276;86518
11;01.09.2020 0:00:00;1;0;85445;85400;86438;86004
12;01.09.2020 0:00:00;1;0;85814;86017;87549;86593
13;01.09.2020 0:00:00;1;0;86236;86622;87531;87170
14;01.09.2020 0:00:00;1;0;86343;86530;87613;86997
15;01.09.2020 0:00:00;1;0;85794;86034;88217;87478
16;01.09.2020 0:00:00;1;0;84820;85178;86844;86469
17;01.09.2020 0:00:00;1;0;83944;84677;85308;85172
18;01.09.2020 0:00:00;1;0;84310;85546;85252;85692
19;01.09.2020 0:00:00;1;0;85672;86627;86347;86635
20;01.09.2020 0:00:00;1;0;84030;84874;85098;84756
21;01.09.2020 0:00:00;1;0;80093;81014;81383;82004
22;01.09.2020 0:00:00;1;0;75528;76086;76547;77144
23;01.09.2020 0:00:00;1;0;71799;72139;73256;73225
0;02.09.2020 0:00:00;1;0;69383;69595;70500;70752
1;02.09.2020 0:00:00;1;0;67665;68060;69206;69244
2;02.09.2020 0:00:00;1;0;67326;67540;68469;68965
3;02.09.2020 0:00:00;1;0;67409;67559;68724;69267
4;02.09.2020 0:00:00;1;0;68697;68829;70756;70969
5;02.09.2020 0:00:00;1;0;70750;71251;73346;73415
6;02.09.2020 0:00:00;1;0;76271;76298;78070;78006
7;02.09.2020 0:00:00;1;0;80613;80518;81492;81381
8;02.09.2020 0:00:00;1;0;84456;84878;85549;85728
9;02.09.2020 0:00:00;1;0;85687;86524;86973;87340
10;02.09.2020 0:00:00;1;0;85979;86699;86789;87508
11;02.09.2020 0:00:00;1;0;85699;86339;86778;87216
12;02.09.2020 0:00:00;1;0;85732;86572;86929;87511
13;02.09.2020 0:00:00;1;0;86295;86954;87190;87797
14;02.09.2020 0:00:00;1;0;85779;86508;87367;87197
15;02.09.2020 0:00:00;1;0;85643;85977;87837;87632
16;02.09.2020 0:00:00;1;0;84968;85233;86566;86918
17;02.09.2020 0:00:00;1;0;84305;84605;85403;85482
18;02.09.2020 0:00:00;1;0;84998;85151;85845;85615
19;02.09.2020 0:00:00;1;0;86129;86669;86696;86859
20;02.09.2020 0:00:00;1;0;84101;85500;85625;85486
21;02.09.2020 0:00:00;1;0;80815;81343;82102;82290
22;02.09.2020 0:00:00;1;0;75704;76180;77031;77318
23;02.09.2020 0:00:00;1;0;72018;72377;73486;73548
0;03.09.2020 0:00:00;1;0;69696;69606;70582;70555
1;03.09.2020 0:00:00;1;0;68106;68107;69499;69140
2;03.09.2020 0:00:00;1;0;67829;67634;69019;68962
3;03.09.2020 0:00:00;1;0;68070;68057;70331;69999
4;03.09.2020 0:00:00;1;0;69288;69289;71835;71535
5;03.09.2020 0:00:00;1;0;71552;71736;73849;73868
6;03.09.2020 0:00:00;1;0;76695;77115;77970;78599
7;03.09.2020 0:00:00;1;0;80605;81242;82013;82040
8;03.09.2020 0:00:00;1;0;84395;85214;85622;85936
9;03.09.2020 0:00:00;1;0;85758;86566;86846;87487
10;03.09.2020 0:00:00;1;0;85677;86662;86695;87521
11;03.09.2020 0:00:00;1;0;85181;86221;86563;87185
12;03.09.2020 0:00:00;1;0;86001;86046;87060;86962
13;03.09.2020 0:00:00;1;0;86040;86222;87547;86867
14;03.09.2020 0:00:00;1;0;86523;86453;88235;86978
15;03.09.2020 0:00:00;1;0;86135;86024;88850;87544
16;03.09.2020 0:00:00;1;0;84802;85428;86942;86607
17;03.09.2020 0:00:00;1;0;84614;84863;85536;85395
18;03.09.2020 0:00:00;1;0;86055;85344;86412;85496
19;03.09.2020 0:00:00;1;0;86813;86611;87099;86399
20;03.09.2020 0:00:00;1;0;84653;85630;85140;85179
21;03.09.2020 0:00:00;1;0;81287;81968;81948;82292
22;03.09.2020 0:00:00;1;0;76184;76736;76944;77419
23;03.09.2020 0:00:00;1;0;72540;72686;73396;73497
0;04.09.2020 0:00:00;1;0;70015;69896;71424;70715
1;04.09.2020 0:00:00;1;0;68828;68584;69675;69534
2;04.09.2020 0:00:00;1;0;68243;68196;69722;69416
3;04.09.2020 0:00:00;1;0;68462;68633;69895;70021
4;04.09.2020 0:00:00;1;0;69726;69838;71234;71706
5;04.09.2020 0:00:00;1;0;71719;72128;73767;73884
6;04.09.2020 0:00:00;1;0;76806;77192;77890;78349
7;04.09.2020 0:00:00;1;0;80371;81560;81420;81858
8;04.09.2020 0:00:00;1;0;84448;85233;85300;85563
9;04.09.2020 0:00:00;1;0;85654;86497;86202;86917
10;04.09.2020 0:00:00;1;0;85849;86456;86283;86906
11;04.09.2020 0:00:00;1;0;85489;85632;85982;86000
12;04.09.2020 0:00:00;1;0;85466;86185;86559;86462
13;04.09.2020 0:00:00;1;0;86308;86406;87124;86749
14;04.09.2020 0:00:00;1;0;85398;85623;85835;85908
15;04.09.2020 0:00:00;1;0;85062;85647;87041;86843
16;04.09.2020 0:00:00;1;0;84318;84651;85948;85790
17;04.09.2020 0:00:00;1;0;83770;84049;85143;84381
18;04.09.2020 0:00:00;1;0;85561;85152;85553;85054
19;04.09.2020 0:00:00;1;0;86405;86361;86610;86050
20;04.09.2020 0:00:00;1;0;84303;85229;84901;84658
21;04.09.2020 0:00:00;1;0;80811;81329;81752;81827
22;04.09.2020 0:00:00;1;0;76740;76487;77996;77333
23;04.09.2020 0:00:00;1;0;73024;72761;74067;73677
0;05.09.2020 0:00:00;1;0;70375;70514;71614;71446
1;05.09.2020 0:00:00;1;0;68687;69079;69881;70155
2;05.09.2020 0:00:00;1;0;67904;68403;69431;69531
3;05.09.2020 0:00:00;1;0;67868;68000;69458;69199
4;05.09.2020 0:00:00;1;0;68128;68492;69657;70095
5;05.09.2020 0:00:00;1;0;69064;69436;71090;71331
6;05.09.2020 0:00:00;1;0;71951;72109;74296;73868
7;05.09.2020 0:00:00;1;0;75673;75995;77958;77664
8;05.09.2020 0:00:00;1;0;78924;79759;80983;81516
9;05.09.2020 0:00:00;1;0;80690;82040;82977;83868
10;05.09.2020 0:00:00;1;0;81438;82344;83772;84223
11;05.09.2020 0:00:00;1;0;81674;81769;83870;83776
12;05.09.2020 0:00:00;1;0;81481;81502;83880;83435
13;05.09.2020 0:00:00;1;0;80949;81616;83091;83503
14;05.09.2020 0:00:00;1;0;80819;81494;83594;83422
15;05.09.2020 0:00:00;1;0;80755;80841;83171;82826
16;05.09.2020 0:00:00;1;0;80449;80610;82900;82775
17;05.09.2020 0:00:00;1;0;80491;80807;83130;82789
18;05.09.2020 0:00:00;1;0;82605;82308;84762;83878
19;05.09.2020 0:00:00;1;0;83388;83492;85327;84786
20;05.09.2020 0:00:00;1;0;81973;82822;83605;83965
21;05.09.2020 0:00:00;1;0;78948;79334;80282;80440
22;05.09.2020 0:00:00;1;0;74807;75160;76155;76243
23;05.09.2020 0:00:00;1;0;71494;71692;72584;72765
0;06.09.2020 0:00:00;1;0;69508;69274;70351;70265
1;06.09.2020 0:00:00;1;0;68146;68017;69540;69055
2;06.09.2020 0:00:00;1;0;67261;67439;68722;68645
3;06.09.2020 0:00:00;1;0;67223;67166;68493;68575
4;06.09.2020 0:00:00;1;0;67087;67427;68976;69240
5;06.09.2020 0:00:00;1;0;67232;68164;69670;70066
6;06.09.2020 0:00:00;1;0;69698;70583;72166;72646
7;06.09.2020 0:00:00;1;0;72593;73522;75253;75461
8;06.09.2020 0:00:00;1;0;76377;77092;78810;78773
9;06.09.2020 0:00:00;1;0;78433;79136;80930;80821
10;06.09.2020 0:00:00;1;0;78767;79631;81113;81434
11;06.09.2020 0:00:00;1;0;79245;79877;81644;81657
12;06.09.2020 0:00:00;1;0;79364;79681;81998;81480
13;06.09.2020 0:00:00;1;0;78900;79566;81588;81395
14;06.09.2020 0:00:00;1;0;79044;79443;81703;81482
15;06.09.2020 0:00:00;1;0;79349;79426;82714;81538
16;06.09.2020 0:00:00;1;0;78790;79526;82242;81662
17;06.09.2020 0:00:00;1;0;79254;80196;82368;82225
18;06.09.2020 0:00:00;1;0;82032;81995;84810;83539
19;06.09.2020 0:00:00;1;0;83252;83357;85477;84588
20;06.09.2020 0:00:00;1;0;81394;82449;83443;83789
21;06.09.2020 0:00:00;1;0;77999;79010;79886;80185
22;06.09.2020 0:00:00;1;0;73735;74438;75133;75572
23;06.09.2020 0:00:00;1;0;70678;70700;71940;71918
0;07.09.2020 0:00:00;1;0;68077;68763;69144;69961
1;07.09.2020 0:00:00;1;0;67361;67410;68859;68702
2;07.09.2020 0:00:00;1;0;66836;66636;68549;68206
3;07.09.2020 0:00:00;1;0;67005;66953;69142;68815
4;07.09.2020 0:00:00;1;0;68613;68348;71097;70538
5;07.09.2020 0:00:00;1;0;71051;71089;73424;73090
6;07.09.2020 0:00:00;1;0;75988;76031;77267;77301
7;07.09.2020 0:00:00;1;0;80233;80907;81742;81763
8;07.09.2020 0:00:00;1;0;83560;84813;85096;85627
9;07.09.2020 0:00:00;1;0;84933;86048;86423;86788
10;07.09.2020 0:00:00;1;0;84838;85824;86164;86605
11;07.09.2020 0:00:00;1;0;84755;85157;86312;85923
12;07.09.2020 0:00:00;1;0;84639;85188;86247;86004
13;07.09.2020 0:00:00;1;0;84923;85630;86247;86450
14;07.09.2020 0:00:00;1;0;84848;85208;86074;85969
15;07.09.2020 0:00:00;1;0;84261;84843;86308;86478
16;07.09.2020 0:00:00;1;0;83209;84023;85540;85403
17;07.09.2020 0:00:00;1;0;83592;84022;84773;84654
18;07.09.2020 0:00:00;1;0;84749;84966;85457;85255
19;07.09.2020 0:00:00;1;0;85691;86406;85814;86384
20;07.09.2020 0:00:00;1;0;83436;84588;83882;84134
21;07.09.2020 0:00:00;1;0;79545;80733;79979;80714
22;07.09.2020 0:00:00;1;0;74721;75566;75353;75842
23;07.09.2020 0:00:00;1;0;71443;71503;72927;71740
0;08.09.2020 0:00:00;1;0;69209;69258;70559;69940
1;08.09.2020 0:00:00;1;0;67387;68322;68774;69106
2;08.09.2020 0:00:00;1;0;67137;67737;68730;68932
3;08.09.2020 0:00:00;1;0;67698;67857;69358;69289
4;08.09.2020 0:00:00;1;0;69109;69013;71267;70293
5;08.09.2020 0:00:00;1;0;71445;71856;73470;72902
6;08.09.2020 0:00:00;1;0;76204;76879;77263;77347
7;08.09.2020 0:00:00;1;0;80373;80945;81115;81114
8;08.09.2020 0:00:00;1;0;83887;84537;84412;84633
9;08.09.2020 0:00:00;1;0;85041;85753;85895;85908
10;08.09.2020 0:00:00;1;0;84598;85998;85640;86229
11;08.09.2020 0:00:00;1;0;84364;85397;84911;85737
12;08.09.2020 0:00:00;1;0;84698;85247;85731;85610
13;08.09.2020 0:00:00;1;0;84762;85581;85637;86068
14;08.09.2020 0:00:00;1;0;84379;85326;85569;85909
15;08.09.2020 0:00:00;1;0;84370;84915;86455;86377
16;08.09.2020 0:00:00;1;0;83405;84257;85188;85596
17;08.09.2020 0:00:00;1;0;83733;84651;85278;85077
18;08.09.2020 0:00:00;1;0;85736;85680;86451;85733
19;08.09.2020 0:00:00;1;0;85307;86579;86108;86555
20;08.09.2020 0:00:00;1;0;83903;84742;84645;84455
21;08.09.2020 0:00:00;1;0;79717;80515;80508;81017
22;08.09.2020 0:00:00;1;0;75345;75427;76433;76173
23;08.09.2020 0:00:00;1;0;71767;71814;72735;72340
0;09.09.2020 0:00:00;1;0;69391;69433;70121;70402
1;09.09.2020 0:00:00;1;0;67559;67965;68921;68909
2;09.09.2020 0:00:00;1;0;67829;67586;68932;68803
3;09.09.2020 0:00:00;1;0;67676;68015;69668;69732
4;09.09.2020 0:00:00;1;0;69210;69345;72278;71419
5;09.09.2020 0:00:00;1;0;71935;71883;74796;73921
6;09.09.2020 0:00:00;1;0;76789;76692;78430;78181
7;09.09.2020 0:00:00;1;0;80479;81027;81762;81708
8;09.09.2020 0:00:00;1;0;84376;84728;85466;85307
9;09.09.2020 0:00:00;1;0;85380;85854;86137;86503
10;09.09.2020 0:00:00;1;0;84953;85652;85962;86327
11;09.09.2020 0:00:00;1;0;84480;85249;84991;85889
12;09.09.2020 0:00:00;1;0;84405;85049;85849;85549
13;09.09.2020 0:00:00;1;0;84140;85002;85053;85551
14;09.09.2020 0:00:00;1;0;83986;84492;85619;85072
15;09.09.2020 0:00:00;1;0;83729;84225;86286;85927
16;09.09.2020 0:00:00;1;0;82828;83506;84353;85103
17;09.09.2020 0:00:00;1;0;83382;83493;84567;84187
18;09.09.2020 0:00:00;1;0;85108;85080;85847;85364
19;09.09.2020 0:00:00;1;0;85511;85766;85725;85828
20;09.09.2020 0:00:00;1;0;82953;84080;83359;83909
21;09.09.2020 0:00:00;1;0;79563;80104;80416;80743
22;09.09.2020 0:00:00;1;0;74980;74999;76759;76098
23;09.09.2020 0:00:00;1;0;71685;71607;72738;72658
0;10.09.2020 0:00:00;1;0;69224;69481;70486;70228
1;10.09.2020 0:00:00;1;0;67738;68354;69007;69083
2;10.09.2020 0:00:00;1;0;67954;67862;69236;68956
3;10.09.2020 0:00:00;1;0;68031;68102;69560;69442
4;10.09.2020 0:00:00;1;0;69486;69920;71612;71764
5;10.09.2020 0:00:00;1;0;72072;72388;74895;74387
6;10.09.2020 0:00:00;1;0;76322;76957;78107;78439
7;10.09.2020 0:00:00;1;0;80382;81288;82213;82022
8;10.09.2020 0:00:00;1;0;84051;85045;85357;85563
9;10.09.2020 0:00:00;1;0;85246;85698;85989;86322
10;10.09.2020 0:00:00;1;0;85153;85330;86214;86005
11;10.09.2020 0:00:00;1;0;85037;84874;85762;85566
12;10.09.2020 0:00:00;1;0;84907;85153;86260;85787
13;10.09.2020 0:00:00;1;0;85330;85855;86334;86462
14;10.09.2020 0:00:00;1;0;85178;85252;86277;85919
15;10.09.2020 0:00:00;1;0;84688;84744;86766;86401
16;10.09.2020 0:00:00;1;0;83994;84291;85624;85878
17;10.09.2020 0:00:00;1;0;84030;84476;84881;85190
18;10.09.2020 0:00:00;1;0;85848;86059;86861;86554
19;10.09.2020 0:00:00;1;0;86276;86522;86502;86711
20;10.09.2020 0:00:00;1;0;83704;84276;83812;84392
21;10.09.2020 0:00:00;1;0;80148;80752;81509;81774
22;10.09.2020 0:00:00;1;0;76002;75958;77506;77356
23;10.09.2020 0:00:00;1;0;72063;72156;73069;73400
0;11.09.2020 0:00:00;1;0;70000;69712;71059;71115
1;11.09.2020 0:00:00;1;0;68674;68963;70250;70366
2;11.09.2020 0:00:00;1;0;68066;68789;70287;70511
3;11.09.2020 0:00:00;1;0;68653;68514;70853;70357
4;11.09.2020 0:00:00;1;0;70125;70148;72775;72222
5;11.09.2020 0:00:00;1;0;71870;72697;74283;74658
6;11.09.2020 0:00:00;1;0;76559;77448;78326;78994
7;11.09.2020 0:00:00;1;0;80887;81293;82509;82156
8;11.09.2020 0:00:00;1;0;84446;84769;85604;85413
9;11.09.2020 0:00:00;1;0;85299;85928;86440;86830
10;11.09.2020 0:00:00;1;0;85427;85889;86099;86583
11;11.09.2020 0:00:00;1;0;84698;85193;85488;85857
12;11.09.2020 0:00:00;1;0;84830;85387;86171;86031
13;11.09.2020 0:00:00;1;0;84969;85659;86006;86360
14;11.09.2020 0:00:00;1;0;84486;85061;85866;85717
15;11.09.2020 0:00:00;1;0;83568;84438;86506;86196
16;11.09.2020 0:00:00;1;0;83347;83524;85081;85152
17;11.09.2020 0:00:00;1;0;83689;83376;85022;84038
18;11.09.2020 0:00:00;1;0;85718;85733;86608;86112
19;11.09.2020 0:00:00;1;0;86016;86456;86645;86596
20;11.09.2020 0:00:00;1;0;83803;84369;84148;84377
21;11.09.2020 0:00:00;1;0;80286;80761;82097;81685
22;11.09.2020 0:00:00;1;0;76406;76206;78482;77317
23;11.09.2020 0:00:00;1;0;73297;72843;74562;73936
0;12.09.2020 0:00:00;1;0;70729;70661;72298;71593
1;12.09.2020 0:00:00;1;0;69448;69522;70486;70302
2;12.09.2020 0:00:00;1;0;68313;69001;69725;69869
3;12.09.2020 0:00:00;1;0;68227;68988;69747;70006
4;12.09.2020 0:00:00;1;0;69121;68983;70827;70507
5;12.09.2020 0:00:00;1;0;69900;70270;72213;71942
6;12.09.2020 0:00:00;1;0;72889;73167;75408;74904
7;12.09.2020 0:00:00;1;0;76313;76386;78420;78086
8;12.09.2020 0:00:00;1;0;79870;79696;81977;81538
9;12.09.2020 0:00:00;1;0;81468;81743;83773;83473
10;12.09.2020 0:00:00;1;0;81530;82171;83730;83787
11;12.09.2020 0:00:00;1;0;81676;82210;83744;83877
12;12.09.2020 0:00:00;1;0;81473;81569;83851;83116
13;12.09.2020 0:00:00;1;0;81215;81726;84041;83371
14;12.09.2020 0:00:00;1;0;80860;81223;83522;82795
15;12.09.2020 0:00:00;1;0;80863;81059;83767;82711
16;12.09.2020 0:00:00;1;0;80931;80990;83222;82771
17;12.09.2020 0:00:00;1;0;81414;81440;84169;83038
18;12.09.2020 0:00:00;1;0;83663;83574;85977;84817
19;12.09.2020 0:00:00;1;0;84224;84574;86387;85549
20;12.09.2020 0:00:00;1;0;82296;82966;84011;83924
21;12.09.2020 0:00:00;1;0;79071;79710;80043;80365
22;12.09.2020 0:00:00;1;0;75347;75463;76213;76259
23;12.09.2020 0:00:00;1;0;72344;72094;73309;72790
0;13.09.2020 0:00:00;1;0;69875;70241;71674;71472
1;13.09.2020 0:00:00;1;0;68661;68806;69621;69483
2;13.09.2020 0:00:00;1;0;67937;67985;68855;68570
3;13.09.2020 0:00:00;1;0;67928;67940;69032;68557
4;13.09.2020 0:00:00;1;0;68084;68259;68917;69100
5;13.09.2020 0:00:00;1;0;68558;68882;69915;69874
6;13.09.2020 0:00:00;1;0;71049;71205;71877;72229
7;13.09.2020 0:00:00;1;0;73483;74351;75492;75337
8;13.09.2020 0:00:00;1;0;77310;77768;78888;78755
9;13.09.2020 0:00:00;1;0;78750;79404;80404;80437
10;13.09.2020 0:00:00;1;0;78785;79944;80604;81154
11;13.09.2020 0:00:00;1;0;79595;79928;81462;81172
12;13.09.2020 0:00:00;1;0;79235;79499;81550;80720
13;13.09.2020 0:00:00;1;0;79501;79771;81619;80827
14;13.09.2020 0:00:00;1;0;80057;79681;81894;81403
15;13.09.2020 0:00:00;1;0;79973;79951;82429;81788
16;13.09.2020 0:00:00;1;0;80509;80050;83265;81773
17;13.09.2020 0:00:00;1;0;81701;81153;84279;82374
18;13.09.2020 0:00:00;1;0;84106;83642;86183;84393
19;13.09.2020 0:00:00;1;0;84314;84874;86018;85454
20;13.09.2020 0:00:00;1;0;82616;83536;83926;84097
21;13.09.2020 0:00:00;1;0;78906;79630;80046;80329
22;13.09.2020 0:00:00;1;0;75014;75114;75653;75896
23;13.09.2020 0:00:00;1;0;71734;71652;73004;72550
0;14.09.2020 0:00:00;1;0;69610;69895;70256;70154
1;14.09.2020 0:00:00;1;0;68321;68647;69176;69148
2;14.09.2020 0:00:00;1;0;68116;68036;69646;68984
3;14.09.2020 0:00:00;1;0;68137;68399;69872;69674
4;14.09.2020 0:00:00;1;0;69774;69984;71743;71483
5;14.09.2020 0:00:00;1;0;72411;72596;74484;74322
6;14.09.2020 0:00:00;1;0;77221;77681;78953;78745
7;14.09.2020 0:00:00;1;0;81181;82010;82599;82395
8;14.09.2020 0:00:00;1;0;85265;85642;86544;86230
9;14.09.2020 0:00:00;1;0;86150;86675;87837;87325
10;14.09.2020 0:00:00;1;0;86008;86982;87542;87570
11;14.09.2020 0:00:00;1;0;85873;86371;86977;86955
12;14.09.2020 0:00:00;1;0;85794;86576;87196;87127
13;14.09.2020 0:00:00;1;0;86457;86722;87421;87029
14;14.09.2020 0:00:00;1;0;86293;86471;87025;86950
15;14.09.2020 0:00:00;1;0;85895;86156;88800;88014
16;14.09.2020 0:00:00;1;0;84737;85634;87083;87235
17;14.09.2020 0:00:00;1;0;85212;85690;86376;86163
18;14.09.2020 0:00:00;1;0;87318;87608;88291;87704
19;14.09.2020 0:00:00;1;0;87591;87815;88471;87620
20;14.09.2020 0:00:00;1;0;85001;85329;85359;84900
21;14.09.2020 0:00:00;1;0;81138;81570;82768;82544
22;14.09.2020 0:00:00;1;0;76568;76925;77853;78039
23;14.09.2020 0:00:00;1;0;73037;73291;74082;74364
0;15.09.2020 0:00:00;1;0;70830;70780;72337;72123
1;15.09.2020 0:00:00;1;0;69183;69398;71543;71321
2;15.09.2020 0:00:00;1;0;69084;69477;71571;71439
3;15.09.2020 0:00:00;1;0;69562;69441;71592;71457
4;15.09.2020 0:00:00;1;0;70931;71182;73756;73505
5;15.09.2020 0:00:00;1;0;73407;74116;76164;76255
6;15.09.2020 0:00:00;1;0;78594;78694;80300;80043
7;15.09.2020 0:00:00;1;0;82559;83149;83734;83917
8;15.09.2020 0:00:00;1;0;85867;86517;87462;86906
9;15.09.2020 0:00:00;1;0;86643;87624;87751;88148
10;15.09.2020 0:00:00;1;0;86448;86993;87350;87348
11;15.09.2020 0:00:00;1;0;86111;86309;86896;86640
12;15.09.2020 0:00:00;1;0;86634;86488;87657;86761
13;15.09.2020 0:00:00;1;0;86024;86857;87417;87166
14;15.09.2020 0:00:00;1;0;86017;86638;87618;86986
15;15.09.2020 0:00:00;1;0;85445;85828;87766;87165
16;15.09.2020 0:00:00;1;0;84988;85388;87243;86524
17;15.09.2020 0:00:00;1;0;85538;86043;87074;86100
18;15.09.2020 0:00:00;1;0;87612;88292;88584;87959
19;15.09.2020 0:00:00;1;0;87598;88022;88283;87526
20;15.09.2020 0:00:00;1;0;85294;85856;85807;85362
21;15.09.2020 0:00:00;1;0;81777;82025;83485;82641
22;15.09.2020 0:00:00;1;0;77292;77363;78744;77648
23;15.09.2020 0:00:00;1;0;73445;73700;75069;74020
0;16.09.2020 0:00:00;1;0;71204;71745;72832;72348
1;16.09.2020 0:00:00;1;0;70219;69987;71550;70743
2;16.09.2020 0:00:00;1;0;69629;69849;71312;71050
3;16.09.2020 0:00:00;1;0;69871;70428;71996;71770
4;16.09.2020 0:00:00;1;0;71832;71959;73897;73516
5;16.09.2020 0:00:00;1;0;74398;74545;75935;75535
6;16.09.2020 0:00:00;1;0;79115;79685;80772;81032
7;16.09.2020 0:00:00;1;0;83497;84056;83628;84436
8;16.09.2020 0:00:00;1;0;86999;87569;87882;87772
9;16.09.2020 0:00:00;1;0;87306;88396;89052;88685
10;16.09.2020 0:00:00;1;0;87434;88341;88449;88666
11;16.09.2020 0:00:00;1;0;87053;87137;87691;87601
12;16.09.2020 0:00:00;1;0;86850;87372;87890;87896
13;16.09.2020 0:00:00;1;0;86803;87713;87756;88211
14;16.09.2020 0:00:00;1;0;86366;87233;87164;87674
15;16.09.2020 0:00:00;1;0;86934;86948;88740;88570
16;16.09.2020 0:00:00;1;0;85956;86105;87597;87622
17;16.09.2020 0:00:00;1;0;86155;86817;87121;87701
18;16.09.2020 0:00:00;1;0;88500;89056;88828;89223
19;16.09.2020 0:00:00;1;0;88229;88693;88777;88501
20;16.09.2020 0:00:00;1;0;85732;86875;85834;86587
21;16.09.2020 0:00:00;1;0;81937;82848;83694;83708
22;16.09.2020 0:00:00;1;0;77627;78015;78981;78692
23;16.09.2020 0:00:00;1;0;73669;73886;74978;74601
0;17.09.2020 0:00:00;1;0;71592;71803;71773;71940
1;17.09.2020 0:00:00;1;0;70081;70642;70950;70868
2;17.09.2020 0:00:00;1;0;69872;70460;70552;70946
3;17.09.2020 0:00:00;1;0;69957;70818;71039;71622
4;17.09.2020 0:00:00;1;0;72143;72536;73592;73670
5;17.09.2020 0:00:00;1;0;74836;75060;76748;76233
6;17.09.2020 0:00:00;1;0;79277;79701;80787;80794
7;17.09.2020 0:00:00;1;0;83422;84151;85029;84541
8;17.09.2020 0:00:00;1;0;86643;87553;88042;88251
9;17.09.2020 0:00:00;1;0;87850;88358;89183;89211
10;17.09.2020 0:00:00;1;0;87384;87998;88552;88836
11;17.09.2020 0:00:00;1;0;86670;87384;87796;88135
12;17.09.2020 0:00:00;1;0;86962;87550;88216;88283
13;17.09.2020 0:00:00;1;0;87042;87606;88157;88286
14;17.09.2020 0:00:00;1;0;86788;87241;87551;87948
15;17.09.2020 0:00:00;1;0;86829;87146;89553;89318
16;17.09.2020 0:00:00;1;0;86496;86615;88581;88699
17;17.09.2020 0:00:00;1;0;87308;87471;88452;88146
18;17.09.2020 0:00:00;1;0;89406;89341;90364;89600
19;17.09.2020 0:00:00;1;0;88763;89507;89657;89528
20;17.09.2020 0:00:00;1;0;86338;86945;87371;86942
21;17.09.2020 0:00:00;1;0;82779;83050;84687;83921
22;17.09.2020 0:00:00;1;0;77845;78459;79412;79627
23;17.09.2020 0:00:00;1;0;74448;74764;75861;75914
0;18.09.2020 0:00:00;1;0;72157;72075;73602;73049
1;18.09.2020 0:00:00;1;0;71438;70770;72860;72396
2;18.09.2020 0:00:00;1;0;70473;70719;72025;72144
3;18.09.2020 0:00:00;1;0;71205;71582;73085;73137
4;18.09.2020 0:00:00;1;0;72548;73101;75044;75350
5;18.09.2020 0:00:00;1;0;75251;75951;77684;77560
6;18.09.2020 0:00:00;1;0;79933;80610;81207;81762
7;18.09.2020 0:00:00;1;0;84365;84956;85523;85288
8;18.09.2020 0:00:00;1;0;88072;88406;89115;88646
9;18.09.2020 0:00:00;1;0;88747;89379;89141;89546
10;18.09.2020 0:00:00;1;0;88894;88885;89241;89124
11;18.09.2020 0:00:00;1;0;88180;88745;89095;88903
12;18.09.2020 0:00:00;1;0;87706;88863;88445;88937
13;18.09.2020 0:00:00;1;0;87719;88633;88097;88612
14;18.09.2020 0:00:00;1;0;87013;88401;87630;88503
15;18.09.2020 0:00:00;1;0;86705;87798;88555;89297
16;18.09.2020 0:00:00;1;0;86338;86845;88041;88495
17;18.09.2020 0:00:00;1;0;87492;87179;88298;87379
18;18.09.2020 0:00:00;1;0;90131;89531;90437;89543
19;18.09.2020 0:00:00;1;0;88651;89978;89104;89701
20;18.09.2020 0:00:00;1;0;86774;88237;87342;87765
21;18.09.2020 0:00:00;1;0;83127;83756;84942;84382
22;18.09.2020 0:00:00;1;0;78805;78605;80092;79323
23;18.09.2020 0:00:00;1;0;75535;75034;76823;75746
0;19.09.2020 0:00:00;1;0;73152;73042;74137;73255
1;19.09.2020 0:00:00;1;0;71441;72056;73070;72430
2;19.09.2020 0:00:00;1;0;71222;71312;72192;71804
3;19.09.2020 0:00:00;1;0;71187;71358;72104;72027
4;19.09.2020 0:00:00;1;0;71609;72117;73024;73144
5;19.09.2020 0:00:00;1;0;72897;73446;74779;74658
6;19.09.2020 0:00:00;1;0;75330;75966;77477;77364
7;19.09.2020 0:00:00;1;0;79112;79400;81292;80877
8;19.09.2020 0:00:00;1;0;83011;82828;85569;84580
9;19.09.2020 0:00:00;1;0;85111;84516;87295;86380
10;19.09.2020 0:00:00;1;0;84924;85129;86856;86960
11;19.09.2020 0:00:00;1;0;84448;85980;86851;87762
12;19.09.2020 0:00:00;1;0;83969;85397;86300;87357
13;19.09.2020 0:00:00;1;0;83665;84628;86526;86584
14;19.09.2020 0:00:00;1;0;83285;84129;85985;86415
15;19.09.2020 0:00:00;1;0;83309;84071;86359;86433
16;19.09.2020 0:00:00;1;0;83540;84355;87049;87182
