INTERVAL;M_DATE;PRICE_ZONE_ID;POWER_SYS_ID;E_USE_FACT;E_USE_PLAN;GEN_FACT;GEN_PLAN
11;03.01.2017 0:00:00;1;530000;28505;28240;28606;27820
12;03.01.2017 0:00:00;1;530000;28407;28297;28624;28516
13;03.01.2017 0:00:00;1;530000;28516;28372;28716;28662
14;03.01.2017 0:00:00;1;530000;28556;28388;28851;28725
15;03.01.2017 0:00:00;1;530000;29123;29027;30371;30264
16;03.01.2017 0:00:00;1;530000;30310;30472;30612;30506
17;03.01.2017 0:00:00;1;530000;30933;30788;30932;30581
18;03.01.2017 0:00:00;1;530000;30930;30835;30679;30562
19;03.01.2017 0:00:00;1;530000;30085;30506;29958;29846
20;03.01.2017 0:00:00;1;530000;30102;30249;29209;29142
21;03.01.2017 0:00:00;1;530000;29465;29491;29075;28483
22;03.01.2017 0:00:00;1;530000;28046;27997;28059;28034
23;03.01.2017 0:00:00;1;530000;26814;26746;26435;27461
0;04.01.2017 0:00:00;1;530000;25920;25659;25268;26184
1;04.01.2017 0:00:00;1;530000;25007;25057;25340;25719
2;04.01.2017 0:00:00;1;530000;24503;24535;25227;25364
3;04.01.2017 0:00:00;1;530000;24516;24454;25218;25305
4;04.01.2017 0:00:00;1;530000;24535;24675;25400;25446
5;04.01.2017 0:00:00;1;530000;25178;25194;25822;25968
6;04.01.2017 0:00:00;1;530000;26018;26066;26446;26285
7;04.01.2017 0:00:00;1;530000;26864;27045;27873;27765
8;04.01.2017 0:00:00;1;530000;28140;28009;28959;28828
9;04.01.2017 0:00:00;1;530000;29178;29195;29819;29723
10;04.01.2017 0:00:00;1;530000;29659;29753;30093;30013
11;04.01.2017 0:00:00;1;530000;29932;29947;30148;30142
12;04.01.2017 0:00:00;1;530000;29736;29902;30340;30217
13;04.01.2017 0:00:00;1;530000;29898;29878;30346;30244
14;04.01.2017 0:00:00;1;530000;29687;29847;30405;30316
15;04.01.2017 0:00:00;1;530000;30347;30438;31678;31711
16;04.01.2017 0:00:00;1;530000;31902;31763;31775;31704
17;04.01.2017 0:00:00;1;530000;32121;32332;32257;31739
18;04.01.2017 0:00:00;1;530000;31976;32238;31727;31667
19;04.01.2017 0:00:00;1;530000;31282;31852;31118;31084
20;04.01.2017 0:00:00;1;530000;30749;31150;29942;29881
21;04.01.2017 0:00:00;1;530000;30138;30014;29372;29281
22;04.01.2017 0:00:00;1;530000;28685;28758;28716;28612
23;04.01.2017 0:00:00;1;530000;27390;27564;28245;28159
0;05.01.2017 0:00:00;1;530000;26327;26672;27106;27376
1;05.01.2017 0:00:00;1;530000;25475;25812;26445;26612
2;05.01.2017 0:00:00;1;530000;24821;25318;26350;26381
3;05.01.2017 0:00:00;1;530000;24914;25090;26033;26206
4;05.01.2017 0:00:00;1;530000;25085;25058;26167;26485
5;05.01.2017 0:00:00;1;530000;25379;25621;26197;27051
6;05.01.2017 0:00:00;1;530000;26166;26348;27904;27885
7;05.01.2017 0:00:00;1;530000;27176;27342;29459;29356
8;05.01.2017 0:00:00;1;530000;28273;28259;30534;30240
9;05.01.2017 0:00:00;1;530000;29367;29141;30797;30541
10;05.01.2017 0:00:00;1;530000;29707;30010;30691;30562
11;05.01.2017 0:00:00;1;530000;30269;30158;30840;30595
12;05.01.2017 0:00:00;1;530000;30227;30230;30788;30619
13;05.01.2017 0:00:00;1;530000;30238;30191;30900;30654
14;05.01.2017 0:00:00;1;530000;30231;30266;30807;30730
15;05.01.2017 0:00:00;1;530000;30794;30820;32296;32090
16;05.01.2017 0:00:00;1;530000;32130;32261;32949;32276
17;05.01.2017 0:00:00;1;530000;32535;32771;33156;32307
18;05.01.2017 0:00:00;1;530000;32456;32614;33044;32040
19;05.01.2017 0:00:00;1;530000;31702;32179;31925;31371
20;05.01.2017 0:00:00;1;530000;31480;31671;31301;30801
21;05.01.2017 0:00:00;1;530000;30618;30789;30430;30323
22;05.01.2017 0:00:00;1;530000;29152;29462;29645;29518
23;05.01.2017 0:00:00;1;530000;28113;28161;29537;29408
0;06.01.2017 0:00:00;1;530000;26882;27100;28148;27987
1;06.01.2017 0:00:00;1;530000;26239;26257;27350;27169
2;06.01.2017 0:00:00;1;530000;25765;25756;27105;26983
3;06.01.2017 0:00:00;1;530000;25547;25573;26878;26763
4;06.01.2017 0:00:00;1;530000;25682;25803;26867;27173
5;06.01.2017 0:00:00;1;530000;26273;26320;27381;27298
6;06.01.2017 0:00:00;1;530000;27098;27175;28175;27821
7;06.01.2017 0:00:00;1;530000;27950;28280;29570;29479
8;06.01.2017 0:00:00;1;530000;29356;29253;30047;30373
9;06.01.2017 0:00:00;1;530000;30573;30378;30254;30575
10;06.01.2017 0:00:00;1;530000;31231;30941;30564;30471
11;06.01.2017 0:00:00;1;530000;31515;31177;30553;30444
12;06.01.2017 0:00:00;1;530000;31815;31207;30643;30088
13;06.01.2017 0:00:00;1;530000;31893;31505;30634;30098
14;06.01.2017 0:00:00;1;530000;31763;31460;30719;30100
15;06.01.2017 0:00:00;1;530000;32256;32191;32267;31445
16;06.01.2017 0:00:00;1;530000;33769;33715;32419;31949
17;06.01.2017 0:00:00;1;530000;34085;34113;32481;32099
18;06.01.2017 0:00:00;1;530000;33883;33942;32434;31886
19;06.01.2017 0:00:00;1;530000;33305;33394;31898;31075
20;06.01.2017 0:00:00;1;530000;32800;32716;31096;30105
21;06.01.2017 0:00:00;1;530000;32060;31959;30532;29501
22;06.01.2017 0:00:00;1;530000;30800;30772;29521;28591
23;06.01.2017 0:00:00;1;530000;29168;29521;28408;28426
0;07.01.2017 0:00:00;1;530000;28211;28381;27051;27151
1;07.01.2017 0:00:00;1;530000;27410;27545;26805;27192
2;07.01.2017 0:00:00;1;530000;26739;27017;26501;26828
3;07.01.2017 0:00:00;1;530000;26719;26558;26600;26729
4;07.01.2017 0:00:00;1;530000;26792;26773;26641;26781
5;07.01.2017 0:00:00;1;530000;27084;27216;26703;27454
6;07.01.2017 0:00:00;1;530000;27626;27786;27198;27999
7;07.01.2017 0:00:00;1;530000;28199;28604;27893;29205
8;07.01.2017 0:00:00;1;530000;29098;29534;29302;30248
9;07.01.2017 0:00:00;1;530000;30392;30425;29365;30029
10;07.01.2017 0:00:00;1;530000;30910;30907;29893;30340
11;07.01.2017 0:00:00;1;530000;31289;31037;30062;30514
12;07.01.2017 0:00:00;1;530000;31332;31039;30109;30598
13;07.01.2017 0:00:00;1;530000;31383;31039;30139;30667
14;07.01.2017 0:00:00;1;530000;31362;31247;30179;30628
15;07.01.2017 0:00:00;1;530000;31693;31847;31095;30899
16;07.01.2017 0:00:00;1;530000;33531;33544;32433;32182
17;07.01.2017 0:00:00;1;530000;33741;33999;32452;32127
18;07.01.2017 0:00:00;1;530000;33871;33761;32458;31882
19;07.01.2017 0:00:00;1;530000;33274;33352;32413;31616
20;07.01.2017 0:00:00;1;530000;33113;32635;32336;31178
21;07.01.2017 0:00:00;1;530000;32201;31719;31197;30145
22;07.01.2017 0:00:00;1;530000;31001;30579;31005;29944
23;07.01.2017 0:00:00;1;530000;29884;29620;29801;29944
0;08.01.2017 0:00:00;1;530000;28618;28719;28624;28616
1;08.01.2017 0:00:00;1;530000;27690;27927;27941;27953
2;08.01.2017 0:00:00;1;530000;27276;27244;27742;27645
3;08.01.2017 0:00:00;1;530000;27073;27145;27280;27219
4;08.01.2017 0:00:00;1;530000;27149;27246;27366;27302
5;08.01.2017 0:00:00;1;530000;27500;27681;27777;27705
6;08.01.2017 0:00:00;1;530000;28274;28760;28837;28681
7;08.01.2017 0:00:00;1;530000;29057;30042;29478;29786
8;08.01.2017 0:00:00;1;530000;30042;31177;30577;30642
9;08.01.2017 0:00:00;1;530000;31279;31533;31216;31221
10;08.01.2017 0:00:00;1;530000;32400;31613;31363;31125
11;08.01.2017 0:00:00;1;530000;32873;31849;31624;31325
12;08.01.2017 0:00:00;1;530000;32557;32384;31596;31468
13;08.01.2017 0:00:00;1;530000;32879;32816;31670;31503
14;08.01.2017 0:00:00;1;530000;32899;32976;31775;31561
15;08.01.2017 0:00:00;1;530000;33295;33559;32087;31803
16;08.01.2017 0:00:00;1;530000;34913;34900;33020;33020
17;08.01.2017 0:00:00;1;530000;35392;35250;33878;33020
18;08.01.2017 0:00:00;1;530000;35409;35232;33912;33019
19;08.01.2017 0:00:00;1;530000;34786;34907;33842;32938
20;08.01.2017 0:00:00;1;530000;34435;34185;33083;32250
21;08.01.2017 0:00:00;1;530000;33398;33294;32363;31482
22;08.01.2017 0:00:00;1;530000;31780;31849;30932;30465
23;08.01.2017 0:00:00;1;530000;30235;30366;28926;29582
0;09.01.2017 0:00:00;1;530000;28985;28842;28440;28809
1;09.01.2017 0:00:00;1;530000;28119;27973;27557;27932
2;09.01.2017 0:00:00;1;530000;27899;27534;27491;27457
3;09.01.2017 0:00:00;1;530000;27516;27347;27659;27582
4;09.01.2017 0:00:00;1;530000;28092;27978;28402;28342
5;09.01.2017 0:00:00;1;530000;29271;29704;30629;29688
6;09.01.2017 0:00:00;1;530000;31508;32072;31567;32155
7;09.01.2017 0:00:00;1;530000;33842;34596;32030;32906
8;09.01.2017 0:00:00;1;530000;35889;36108;33592;33455
9;09.01.2017 0:00:00;1;530000;36985;36649;34208;33476
10;09.01.2017 0:00:00;1;530000;37156;36640;33999;33485
11;09.01.2017 0:00:00;1;530000;36868;36304;34077;33543
12;09.01.2017 0:00:00;1;530000;36892;36223;34235;33650
13;09.01.2017 0:00:00;1;530000;36660;36568;34365;33756
14;09.01.2017 0:00:00;1;530000;36566;36584;34527;33751
15;09.01.2017 0:00:00;1;530000;36623;36927;35928;34992
16;09.01.2017 0:00:00;1;530000;37686;37747;36007;35085
17;09.01.2017 0:00:00;1;530000;37917;38235;35991;34967
18;09.01.2017 0:00:00;1;530000;37362;37870;35762;34600
19;09.01.2017 0:00:00;1;530000;36479;37239;33904;33781
20;09.01.2017 0:00:00;1;530000;36041;36130;34166;32981
21;09.01.2017 0:00:00;1;530000;34716;34916;34125;32859
22;09.01.2017 0:00:00;1;530000;32523;33022;31650;31610
23;09.01.2017 0:00:00;1;530000;30553;30958;30053;29996
0;10.01.2017 0:00:00;1;530000;29269;29161;28620;28608
1;10.01.2017 0:00:00;1;530000;28548;28243;27631;27936
2;10.01.2017 0:00:00;1;530000;28086;27968;27568;27715
3;10.01.2017 0:00:00;1;530000;28022;27893;27542;27853
4;10.01.2017 0:00:00;1;530000;28319;28194;27983;28681
5;10.01.2017 0:00:00;1;530000;29363;29373;29981;29904
6;10.01.2017 0:00:00;1;530000;31627;31658;31786;31940
7;10.01.2017 0:00:00;1;530000;33655;33970;33171;33179
8;10.01.2017 0:00:00;1;530000;35517;35638;34321;33675
9;10.01.2017 0:00:00;1;530000;36138;36421;34570;33807
10;10.01.2017 0:00:00;1;530000;36446;36427;34160;33789
11;10.01.2017 0:00:00;1;530000;35912;35831;34057;33444
12;10.01.2017 0:00:00;1;530000;35785;35754;33816;33430
13;10.01.2017 0:00:00;1;530000;35883;35759;33785;33436
14;10.01.2017 0:00:00;1;530000;35668;35738;34006;33451
15;10.01.2017 0:00:00;1;530000;35750;35899;34917;34672
16;10.01.2017 0:00:00;1;530000;36494;36863;35527;34636
17;10.01.2017 0:00:00;1;530000;36738;37131;35582;34573
18;10.01.2017 0:00:00;1;530000;36415;36788;34788;34071
19;10.01.2017 0:00:00;1;530000;35532;36135;33640;33247
20;10.01.2017 0:00:00;1;530000;34885;35120;32978;32546
21;10.01.2017 0:00:00;1;530000;33543;33507;32916;32131
22;10.01.2017 0:00:00;1;530000;31488;31745;31340;31509
23;10.01.2017 0:00:00;1;530000;29539;29901;28376;29607
0;11.01.2017 0:00:00;1;530000;28386;28822;28195;28960
1;11.01.2017 0:00:00;1;530000;27541;28026;27270;28209
2;11.01.2017 0:00:00;1;530000;27316;27678;27360;27867
3;11.01.2017 0:00:00;1;530000;27037;27386;27383;27816
4;11.01.2017 0:00:00;1;530000;27479;27555;27407;28093
5;11.01.2017 0:00:00;1;530000;28577;28659;29219;29436
6;11.01.2017 0:00:00;1;530000;30967;30791;30572;31735
7;11.01.2017 0:00:00;1;530000;33202;33239;32989;33011
8;11.01.2017 0:00:00;1;530000;34858;34752;33558;33424
9;11.01.2017 0:00:00;1;530000;35503;35861;33739;33636
10;11.01.2017 0:00:00;1;530000;35459;35880;33717;33633
11;11.01.2017 0:00:00;1;530000;34999;35348;33647;33521
12;11.01.2017 0:00:00;1;530000;34659;34969;33628;33533
13;11.01.2017 0:00:00;1;530000;34890;35071;33551;33533
14;11.01.2017 0:00:00;1;530000;34853;35058;33574;33533
15;11.01.2017 0:00:00;1;530000;34868;35080;34574;34448
16;11.01.2017 0:00:00;1;530000;36035;35988;34639;34449
17;11.01.2017 0:00:00;1;530000;36414;36211;34621;34439
18;11.01.2017 0:00:00;1;530000;36190;35930;34095;33910
19;11.01.2017 0:00:00;1;530000;35325;35433;33898;33245
20;11.01.2017 0:00:00;1;530000;34752;34672;32680;31643
21;11.01.2017 0:00:00;1;530000;33552;33387;32347;31524
22;11.01.2017 0:00:00;1;530000;31356;31272;30656;30990
23;11.01.2017 0:00:00;1;530000;29602;29401;29733;29626
0;12.01.2017 0:00:00;1;530000;28333;28353;28236;28124
1;12.01.2017 0:00:00;1;530000;27622;27361;27445;27322
2;12.01.2017 0:00:00;1;530000;26953;27250;26932;26853
3;12.01.2017 0:00:00;1;530000;27169;27082;27158;27035
4;12.01.2017 0:00:00;1;530000;27493;27298;26851;27401
5;12.01.2017 0:00:00;1;530000;28603;28573;29512;28961
6;12.01.2017 0:00:00;1;530000;31120;30869;30523;30366
7;12.01.2017 0:00:00;1;530000;33325;33033;32303;31979
8;12.01.2017 0:00:00;1;530000;35012;34646;32808;32504
9;12.01.2017 0:00:00;1;530000;35880;35498;33107;32711
10;12.01.2017 0:00:00;1;530000;36023;35887;33159;32783
11;12.01.2017 0:00:00;1;530000;35359;35270;32780;32623
12;12.01.2017 0:00:00;1;530000;35284;35445;32688;32678
13;12.01.2017 0:00:00;1;530000;35400;35594;32623;32672
14;12.01.2017 0:00:00;1;530000;35313;35316;32569;32551
15;12.01.2017 0:00:00;1;530000;35154;35509;33555;33514
16;12.01.2017 0:00:00;1;530000;36133;36246;33809;33728
17;12.01.2017 0:00:00;1;530000;36388;36699;33921;33576
18;12.01.2017 0:00:00;1;530000;35979;36147;33461;33357
19;12.01.2017 0:00:00;1;530000;35192;35501;32788;32674
20;12.01.2017 0:00:00;1;530000;34292;34650;32292;31414
21;12.01.2017 0:00:00;1;530000;33110;33190;31993;31121
22;12.01.2017 0:00:00;1;530000;31058;31242;30728;30703
23;12.01.2017 0:00:00;1;530000;29196;29287;28130;28692
0;13.01.2017 0:00:00;1;530000;28023;27955;27603;28039
1;13.01.2017 0:00:00;1;530000;27132;27032;27058;27359
2;13.01.2017 0:00:00;1;530000;26666;26788;26662;26900
3;13.01.2017 0:00:00;1;530000;26736;26656;26727;26948
4;13.01.2017 0:00:00;1;530000;26958;27226;27730;27593
5;13.01.2017 0:00:00;1;530000;28077;28251;28644;28749
6;13.01.2017 0:00:00;1;530000;30317;30663;30868;30868
7;13.01.2017 0:00:00;1;530000;32559;32776;32039;31539
8;13.01.2017 0:00:00;1;530000;33862;34050;32813;32118
9;13.01.2017 0:00:00;1;530000;34771;34828;32529;32371
10;13.01.2017 0:00:00;1;530000;34844;35176;32571;32505
11;13.01.2017 0:00:00;1;530000;34213;34610;32484;32333
12;13.01.2017 0:00:00;1;530000;33951;34449;32568;32307
13;13.01.2017 0:00:00;1;530000;34333;34502;32600;32460
14;13.01.2017 0:00:00;1;530000;34129;34360;32435;32366
15;13.01.2017 0:00:00;1;530000;33987;34252;32983;32871
16;13.01.2017 0:00:00;1;530000;34973;35091;33209;33116
17;13.01.2017 0:00:00;1;530000;35470;35352;33736;33103
18;13.01.2017 0:00:00;1;530000;35030;35144;33150;33004
19;13.01.2017 0:00:00;1;530000;34072;34609;32288;32128
20;13.01.2017 0:00:00;1;530000;33499;33709;31367;31221
21;13.01.2017 0:00:00;1;530000;32536;32463;31300;30587
22;13.01.2017 0:00:00;1;530000;30744;30475;31078;30233
23;13.01.2017 0:00:00;1;530000;29131;28854;29546;29450
0;14.01.2017 0:00:00;1;530000;27857;27753;27895;28248
1;14.01.2017 0:00:00;1;530000;26822;26904;27841;27992
2;14.01.2017 0:00:00;1;530000;26372;26666;27504;27834
3;14.01.2017 0:00:00;1;530000;26114;26520;27476;27573
4;14.01.2017 0:00:00;1;530000;26245;26559;27690;27777
5;14.01.2017 0:00:00;1;530000;26811;26956;28257;28301
6;14.01.2017 0:00:00;1;530000;27882;27712;29285;29434
7;14.01.2017 0:00:00;1;530000;28803;29021;30412;30556
8;14.01.2017 0:00:00;1;530000;29911;30228;30802;31101
9;14.01.2017 0:00:00;1;530000;31073;31345;31207;31405
10;14.01.2017 0:00:00;1;530000;31631;31799;31325;31545
11;14.01.2017 0:00:00;1;530000;31611;31713;31312;31564
12;14.01.2017 0:00:00;1;530000;31642;31618;31479;31597
13;14.01.2017 0:00:00;1;530000;31605;31498;31414;31476
14;14.01.2017 0:00:00;1;530000;31387;31513;31445;31576
15;14.01.2017 0:00:00;1;530000;31369;31782;31663;31919
16;14.01.2017 0:00:00;1;530000;33014;33056;32989;32797
17;14.01.2017 0:00:00;1;530000;33495;33611;33654;32809
18;14.01.2017 0:00:00;1;530000;33304;33420;32750;32518
19;14.01.2017 0:00:00;1;530000;32407;32914;31397;31715
20;14.01.2017 0:00:00;1;530000;32202;32270;30323;30308
21;14.01.2017 0:00:00;1;530000;31324;31290;30237;30166
22;14.01.2017 0:00:00;1;530000;29922;29830;29616;29539
23;14.01.2017 0:00:00;1;530000;28586;28173;27942;28656
0;15.01.2017 0:00:00;1;530000;27244;27201;27449;27695
1;15.01.2017 0:00:00;1;530000;26332;26378;26300;26876
2;15.01.2017 0:00:00;1;530000;25953;25898;26104;26476
3;15.01.2017 0:00:00;1;530000;25621;25653;26062;26394
4;15.01.2017 0:00:00;1;530000;25704;25755;26294;26440
5;15.01.2017 0:00:00;1;530000;26276;26207;26323;26974
6;15.01.2017 0:00:00;1;530000;26908;26805;27319;27600
7;15.01.2017 0:00:00;1;530000;27538;27682;28410;28944
8;15.01.2017 0:00:00;1;530000;28633;28770;29793;29644
9;15.01.2017 0:00:00;1;530000;29881;29907;30102;29849
10;15.01.2017 0:00:00;1;530000;30506;30461;30384;30207
11;15.01.2017 0:00:00;1;530000;30727;30565;30532;30363
12;15.01.2017 0:00:00;1;530000;31090;30665;30606;30373
13;15.01.2017 0:00:00;1;530000;30796;30793;30768;30580
14;15.01.2017 0:00:00;1;530000;30777;30884;30596;30455
15;15.01.2017 0:00:00;1;530000;31352;31540;31044;30860
16;15.01.2017 0:00:00;1;530000;32640;32849;32111;31851
17;15.01.2017 0:00:00;1;530000;33220;33507;32434;32162
18;15.01.2017 0:00:00;1;530000;33119;33357;32466;32261
19;15.01.2017 0:00:00;1;530000;32559;32899;32436;32158
20;15.01.2017 0:00:00;1;530000;32189;32236;30821;30555
21;15.01.2017 0:00:00;1;530000;31074;31280;30134;29899
22;15.01.2017 0:00:00;1;530000;29359;29846;29387;29159
23;15.01.2017 0:00:00;1;530000;27777;28408;27689;27711
0;16.01.2017 0:00:00;1;530000;26636;27073;27587;27488
1;16.01.2017 0:00:00;1;530000;25646;26281;26901;26854
2;16.01.2017 0:00:00;1;530000;25388;25609;26691;26595
3;16.01.2017 0:00:00;1;530000;25215;25366;26770;26641
4;16.01.2017 0:00:00;1;530000;25628;25720;27012;27116
5;16.01.2017 0:00:00;1;530000;27061;26852;29301;28522
6;16.01.2017 0:00:00;1;530000;29473;29212;30806;30707
7;16.01.2017 0:00:00;1;530000;31505;31607;33249;31913
8;16.01.2017 0:00:00;1;530000;33083;33400;33546;32733
9;16.01.2017 0:00:00;1;530000;33682;34436;33364;33379
10;16.01.2017 0:00:00;1;530000;33635;34157;33126;33352
11;16.01.2017 0:00:00;1;530000;33317;33832;32413;32836
12;16.01.2017 0:00:00;1;530000;33098;33130;32411;32472
13;16.01.2017 0:00:00;1;530000;33344;33214;32420;32507
14;16.01.2017 0:00:00;1;530000;33255;33249;32336;32392
15;16.01.2017 0:00:00;1;530000;33340;33135;32725;32745
16;16.01.2017 0:00:00;1;530000;33923;34251;33551;33101
17;16.01.2017 0:00:00;1;530000;34595;34869;33449;33040
18;16.01.2017 0:00:00;1;530000;34390;34677;33329;32990
19;16.01.2017 0:00:00;1;530000;33577;34142;32301;32375
20;16.01.2017 0:00:00;1;530000;32882;33213;30962;30908
21;16.01.2017 0:00:00;1;530000;31552;31850;30280;30273
22;16.01.2017 0:00:00;1;530000;29780;29818;30047;30024
23;16.01.2017 0:00:00;1;530000;27991;28206;29259;29155
0;17.01.2017 0:00:00;1;530000;26732;27167;27484;27897
1;17.01.2017 0:00:00;1;530000;26242;26209;26731;26936
2;17.01.2017 0:00:00;1;530000;25830;25667;26501;26746
3;17.01.2017 0:00:00;1;530000;25844;25745;26516;26947
4;17.01.2017 0:00:00;1;530000;25860;26225;27327;27338
5;17.01.2017 0:00:00;1;530000;27317;27511;29643;28899
6;17.01.2017 0:00:00;1;530000;29644;29725;31202;31200
7;17.01.2017 0:00:00;1;530000;31992;31867;32515;32356
8;17.01.2017 0:00:00;1;530000;33449;33565;33140;32720
9;17.01.2017 0:00:00;1;530000;34015;34569;33442;33426
10;17.01.2017 0:00:00;1;530000;33888;34601;32735;33375
11;17.01.2017 0:00:00;1;530000;33390;33861;32369;32985
12;17.01.2017 0:00:00;1;530000;32968;33496;32768;32962
13;17.01.2017 0:00:00;1;530000;33273;33573;32780;32937
14;17.01.2017 0:00:00;1;530000;33062;33379;32729;32941
15;17.01.2017 0:00:00;1;530000;33151;33290;33234;33356
16;17.01.2017 0:00:00;1;530000;34038;34205;33909;33756
17;17.01.2017 0:00:00;1;530000;34910;34758;33864;33743
18;17.01.2017 0:00:00;1;530000;34685;34466;33003;32858
19;17.01.2017 0:00:00;1;530000;33921;34072;32562;32465
20;17.01.2017 0:00:00;1;530000;33385;33552;32159;31507
21;17.01.2017 0:00:00;1;530000;31871;32242;31557;30794
22;17.01.2017 0:00:00;1;530000;30048;30137;30068;30589
23;17.01.2017 0:00:00;1;530000;28245;28454;28608;29246
0;18.01.2017 0:00:00;1;530000;26834;27072;27693;27833
1;18.01.2017 0:00:00;1;530000;26368;26272;27115;27065
2;18.01.2017 0:00:00;1;530000;25972;25940;27001;26938
3;18.01.2017 0:00:00;1;530000;25860;25903;27051;26953
4;18.01.2017 0:00:00;1;530000;26353;26359;27732;27661
5;18.01.2017 0:00:00;1;530000;27611;27563;29372;29499
6;18.01.2017 0:00:00;1;530000;29958;30098;31966;31801
7;18.01.2017 0:00:00;1;530000;32073;32461;33211;32470
8;18.01.2017 0:00:00;1;530000;33533;33797;33295;32999
9;18.01.2017 0:00:00;1;530000;34152;34772;33731;33627
10;18.01.2017 0:00:00;1;530000;34093;34707;33930;33567
11;18.01.2017 0:00:00;1;530000;33348;34037;33525;33142
12;18.01.2017 0:00:00;1;530000;33225;33893;33510;33136
13;18.01.2017 0:00:00;1;530000;33405;33617;33365;33365
14;18.01.2017 0:00:00;1;530000;33230;33373;33312;33219
15;18.01.2017 0:00:00;1;530000;33352;33440;33404;33617
16;18.01.2017 0:00:00;1;530000;34086;34376;34185;34059
17;18.01.2017 0:00:00;1;530000;34942;35156;34842;34040
18;18.01.2017 0:00:00;1;530000;34785;35004;33896;33832
19;18.01.2017 0:00:00;1;530000;33927;34438;33726;33642
20;18.01.2017 0:00:00;1;530000;33437;33561;32763;32315
21;18.01.2017 0:00:00;1;530000;32133;32152;32356;31549
22;18.01.2017 0:00:00;1;530000;30148;30137;31355;31116
23;18.01.2017 0:00:00;1;530000;28678;28542;30366;29916
